Time,Composite_Score
2025-07-02 00:11:45.838,0.0
2025-07-02 00:11:50.838,0.0
2025-07-02 00:11:55.838,0.0
2025-07-02 00:12:00.838,0.0
2025-07-02 00:12:05.838,0.0
2025-07-02 00:12:10.838,0.0
2025-07-02 00:12:15.838,0.0
2025-07-02 00:12:20.838,0.0
2025-07-02 00:12:25.838,0.0
2025-07-02 00:12:30.838,0.0
2025-07-02 00:12:35.838,0.0
2025-07-02 00:12:40.838,0.0
2025-07-02 00:12:45.838,0.0
2025-07-02 00:12:50.838,0.0
2025-07-02 00:12:55.838,0.0
2025-07-02 00:13:00.838,0.0
2025-07-02 00:13:05.838,0.0
2025-07-02 00:13:10.838,0.0
2025-07-02 00:13:15.838,0.0
2025-07-02 00:13:20.838,0.0
2025-07-02 00:13:25.839,0.0
2025-07-02 00:13:30.839,0.0
2025-07-02 00:13:35.839,0.0
2025-07-02 00:13:40.839,0.0
2025-07-02 00:13:45.839,0.0
2025-07-02 00:13:50.839,7.127252070114713
2025-07-02 00:13:55.839,0.0
2025-07-02 00:14:00.839,0.0
2025-07-02 00:14:05.839,0.0
2025-07-02 00:14:10.839,0.0
2025-07-02 00:14:15.839,0.0
2025-07-02 00:14:20.839,0.0
2025-07-02 00:14:25.839,0.0
2025-07-02 00:14:30.839,0.0
2025-07-02 00:14:35.839,2.5056068654907753
2025-07-02 00:14:40.839,3.804247954776608
2025-07-02 00:14:45.839,3.134724318190295
2025-07-02 00:14:50.839,0.0
2025-07-02 00:14:55.839,0.0
2025-07-02 00:15:00.839,0.0
2025-07-02 00:15:05.839,7.127252070114713
2025-07-02 00:15:10.839,0.0
2025-07-02 00:15:15.840,0.0
2025-07-02 00:15:20.840,0.0
2025-07-02 00:15:25.840,0.0
2025-07-02 00:15:30.840,0.0
2025-07-02 00:15:35.840,0.0
2025-07-02 00:15:40.840,0.0
2025-07-02 00:15:45.840,0.0
2025-07-02 00:15:50.840,0.0
2025-07-02 00:15:55.840,0.0
2025-07-02 00:16:00.840,0.0
2025-07-02 00:16:05.840,0.0
2025-07-02 00:16:10.840,0.0
2025-07-02 00:16:15.840,0.0
2025-07-02 00:16:20.840,0.0
2025-07-02 00:16:25.840,0.0
2025-07-02 00:16:30.840,0.0
2025-07-02 00:16:35.840,0.0
2025-07-02 00:16:40.840,0.0
2025-07-02 00:16:45.840,0.0
2025-07-02 00:16:50.840,0.0
2025-07-02 00:16:55.840,0.0
2025-07-02 00:17:00.840,0.0
2025-07-02 00:17:05.841,0.0
2025-07-02 00:17:10.841,0.0
2025-07-02 00:17:15.841,0.0
2025-07-02 00:17:20.841,0.0
2025-07-02 00:17:25.841,0.0
2025-07-02 00:17:30.841,0.0
2025-07-02 00:17:35.841,0.0
2025-07-02 00:17:40.841,0.0
2025-07-02 00:17:45.841,0.0
2025-07-02 00:17:50.841,0.0
2025-07-02 00:17:55.841,0.0
2025-07-02 00:18:00.841,0.0
2025-07-02 00:18:05.841,0.0
2025-07-02 00:18:10.841,0.0
2025-07-02 00:18:15.841,0.0
2025-07-02 00:18:20.841,0.0
2025-07-02 00:18:25.841,0.0
2025-07-02 00:18:30.841,0.0
2025-07-02 00:18:35.841,0.0
2025-07-02 00:18:40.841,0.0
2025-07-02 00:18:45.841,2.6323702826869737
2025-07-02 00:18:50.841,3.7725472613392967
2025-07-02 00:18:55.841,3.0495651930410332
2025-07-02 00:19:00.841,0.0
2025-07-02 00:19:05.841,0.0
2025-07-02 00:19:10.841,0.0
2025-07-02 00:19:15.842,0.0
2025-07-02 00:19:20.842,0.0
2025-07-02 00:19:25.842,0.0
2025-07-02 00:19:30.842,0.0
2025-07-02 00:19:35.842,0.0
2025-07-02 00:19:40.842,0.0
2025-07-02 00:19:45.842,0.0
2025-07-02 00:19:50.842,0.0
2025-07-02 00:19:55.842,0.0
2025-07-02 00:20:00.842,0.0
2025-07-02 00:20:05.842,0.0
2025-07-02 00:20:10.842,0.0
2025-07-02 00:20:15.842,0.0
2025-07-02 00:20:20.842,0.0
2025-07-02 00:20:25.842,0.0
2025-07-02 00:20:30.842,0.0
2025-07-02 00:20:35.842,0.0
2025-07-02 00:20:40.842,1.0229447496072657
2025-07-02 00:20:45.842,0.0
2025-07-02 00:20:50.842,0.0
2025-07-02 00:20:55.843,0.0
2025-07-02 00:21:00.842,0.0
2025-07-02 00:21:05.843,1.1679485993436414
2025-07-02 00:21:10.843,0.0
2025-07-02 00:21:15.843,0.0
2025-07-02 00:21:20.843,0.0
2025-07-02 00:21:25.843,0.0
2025-07-02 00:21:30.843,0.0
2025-07-02 00:21:35.843,0.0
2025-07-02 00:21:40.843,0.0
2025-07-02 00:21:45.843,0.0
2025-07-02 00:21:50.843,0.0
2025-07-02 00:21:55.843,0.0
2025-07-02 00:22:00.843,0.0
2025-07-02 00:22:05.843,0.0
2025-07-02 00:22:10.843,0.0
2025-07-02 00:22:15.843,7.127252070114713
2025-07-02 00:22:20.843,0.0
2025-07-02 00:22:25.843,0.0
2025-07-02 00:22:30.843,1.0242885251922773
2025-07-02 00:22:35.843,0.0
2025-07-02 00:22:40.843,0.0
2025-07-02 00:22:45.843,0.0
2025-07-02 00:22:50.843,0.0
2025-07-02 00:22:55.844,2.6264800430531885
2025-07-02 00:23:00.844,3.8593844620527156
2025-07-02 00:23:05.844,2.930891629390038
2025-07-02 00:23:10.844,0.0
2025-07-02 00:23:15.844,0.0
2025-07-02 00:23:20.844,0.0
2025-07-02 00:23:25.844,0.0
2025-07-02 00:23:30.844,1.1921743083884846
2025-07-02 00:23:35.844,0.0
2025-07-02 00:23:40.844,0.0
2025-07-02 00:23:45.844,0.0
2025-07-02 00:23:50.844,0.0
2025-07-02 00:23:55.844,0.0
2025-07-02 00:24:00.844,0.0
2025-07-02 00:24:05.844,0.0
2025-07-02 00:24:10.844,0.0
2025-07-02 00:24:15.844,0.0
2025-07-02 00:24:20.844,0.0
2025-07-02 00:24:25.844,0.0
2025-07-02 00:24:30.844,0.0
2025-07-02 00:24:35.844,0.0
2025-07-02 00:24:40.844,0.0
2025-07-02 00:24:45.844,0.0
2025-07-02 00:24:50.844,0.0
2025-07-02 00:24:55.845,0.0
2025-07-02 00:25:00.845,0.0
2025-07-02 00:25:05.845,0.0
2025-07-02 00:25:10.845,0.0
2025-07-02 00:25:15.845,0.0
2025-07-02 00:25:20.845,0.0
2025-07-02 00:25:25.845,0.0
2025-07-02 00:25:30.845,0.0
2025-07-02 00:25:35.845,0.0
2025-07-02 00:25:40.845,0.0
2025-07-02 00:25:45.845,0.0
2025-07-02 00:25:50.845,0.0
2025-07-02 00:25:55.845,0.0
2025-07-02 00:26:00.845,0.0
2025-07-02 00:26:05.845,0.0
2025-07-02 00:26:10.845,0.0
2025-07-02 00:26:15.845,0.0
2025-07-02 00:26:20.845,0.0
2025-07-02 00:26:25.845,0.0
2025-07-02 00:26:30.845,0.0
2025-07-02 00:26:35.845,0.0
2025-07-02 00:26:40.845,0.0
2025-07-02 00:26:45.846,0.0
2025-07-02 00:26:50.846,0.0
2025-07-02 00:26:55.846,0.0
2025-07-02 00:27:00.846,0.0
2025-07-02 00:27:05.846,2.5373892510483733
2025-07-02 00:27:10.846,3.8899474879581772
2025-07-02 00:27:15.846,3.706204954276089
2025-07-02 00:27:20.846,0.0
2025-07-02 00:27:25.846,0.0
2025-07-02 00:27:30.846,0.0
2025-07-02 00:27:35.846,0.0
2025-07-02 00:27:40.846,0.0
2025-07-02 00:27:45.846,0.0
2025-07-02 00:27:50.846,0.0
2025-07-02 00:27:55.846,0.0
2025-07-02 00:28:00.846,0.0
2025-07-02 00:28:05.846,0.0
2025-07-02 00:28:10.846,0.0
2025-07-02 00:28:15.846,0.0
2025-07-02 00:28:20.846,0.0
2025-07-02 00:28:25.846,0.0
2025-07-02 00:28:30.846,0.0
2025-07-02 00:28:35.846,0.0
2025-07-02 00:28:40.847,0.0
2025-07-02 00:28:45.847,0.0
2025-07-02 00:28:50.847,0.0
2025-07-02 00:28:55.847,0.0
2025-07-02 00:29:00.847,0.0
2025-07-02 00:29:05.847,0.0
2025-07-02 00:29:10.847,0.0
2025-07-02 00:29:15.847,0.0
2025-07-02 00:29:20.847,0.0
2025-07-02 00:29:25.847,0.0
2025-07-02 00:29:30.847,0.0
2025-07-02 00:29:35.847,0.0
2025-07-02 00:29:40.847,0.0
2025-07-02 00:29:45.847,0.0
2025-07-02 00:29:50.847,0.0
2025-07-02 00:29:55.847,0.0
2025-07-02 00:30:00.847,0.0
2025-07-02 00:30:05.847,0.0
2025-07-02 00:30:10.847,0.0
2025-07-02 00:30:15.847,0.0
2025-07-02 00:30:20.847,0.0
2025-07-02 00:30:25.847,0.0
2025-07-02 00:30:30.848,0.0
2025-07-02 00:30:35.848,0.0
2025-07-02 00:30:40.848,0.0
2025-07-02 00:30:45.848,0.0
2025-07-02 00:30:50.848,0.0
2025-07-02 00:30:55.848,0.0
2025-07-02 00:31:00.848,0.0
2025-07-02 00:31:05.848,0.0
2025-07-02 00:31:10.848,0.0
2025-07-02 00:31:15.848,2.7822639606993147
2025-07-02 00:31:20.848,3.716264040747827
2025-07-02 00:31:25.848,2.459775418360795
2025-07-02 00:31:30.848,0.0
2025-07-02 00:31:35.848,0.0
2025-07-02 00:31:40.848,0.0
2025-07-02 00:31:45.848,0.0
2025-07-02 00:31:50.848,0.0
2025-07-02 00:31:55.848,0.0
2025-07-02 00:32:00.848,0.0
2025-07-02 00:32:05.848,0.0
2025-07-02 00:32:10.848,0.0
2025-07-02 00:32:15.848,0.0
2025-07-02 00:32:20.849,0.0
2025-07-02 00:32:25.849,0.0
2025-07-02 00:32:30.849,0.0
2025-07-02 00:32:35.849,0.0
2025-07-02 00:32:40.849,0.0
2025-07-02 00:32:45.849,0.0
2025-07-02 00:32:50.849,0.0
2025-07-02 00:32:55.849,0.0
2025-07-02 00:33:00.849,7.127252070114713
2025-07-02 00:33:05.849,0.0
2025-07-02 00:33:10.849,0.0
2025-07-02 00:33:15.849,0.0
2025-07-02 00:33:20.849,0.0
2025-07-02 00:33:25.849,0.0
2025-07-02 00:33:30.849,0.0
2025-07-02 00:33:35.849,0.0
2025-07-02 00:33:40.849,0.0
2025-07-02 00:33:45.849,0.0
2025-07-02 00:33:50.849,0.0
2025-07-02 00:33:55.849,0.0
2025-07-02 00:34:00.849,0.0
2025-07-02 00:34:05.849,0.0
2025-07-02 00:34:10.849,0.0
2025-07-02 00:34:15.849,0.0
2025-07-02 00:34:20.850,0.0
2025-07-02 00:34:25.849,0.0
2025-07-02 00:34:30.850,0.0
2025-07-02 00:34:35.850,0.0
2025-07-02 00:34:40.850,0.0
2025-07-02 00:34:45.850,0.0
2025-07-02 00:34:50.850,0.0
2025-07-02 00:34:55.850,0.0
2025-07-02 00:35:00.850,0.0
2025-07-02 00:35:05.850,0.0
2025-07-02 00:35:10.850,0.0
2025-07-02 00:35:15.850,0.0
2025-07-02 00:35:20.850,0.0
2025-07-02 00:35:25.850,2.844676357785139
2025-07-02 00:35:30.850,3.8183737907954467
2025-07-02 00:35:35.850,3.029849542700761
2025-07-02 00:35:40.850,0.0
2025-07-02 00:35:45.850,1.0758699599682928
2025-07-02 00:35:50.850,0.0
2025-07-02 00:35:55.850,0.0
2025-07-02 00:36:00.850,0.0
2025-07-02 00:36:05.850,0.0
2025-07-02 00:36:10.851,7.127252070114713
2025-07-02 00:36:15.850,0.0
2025-07-02 00:36:20.851,0.0
2025-07-02 00:36:25.851,0.0
2025-07-02 00:36:30.851,0.0
2025-07-02 00:36:35.851,0.0
2025-07-02 00:36:40.851,0.0
2025-07-02 00:36:45.851,0.0
2025-07-02 00:36:50.851,0.0
2025-07-02 00:36:55.851,0.0
2025-07-02 00:37:00.851,0.0
2025-07-02 00:37:05.851,0.0
2025-07-02 00:37:10.851,0.0
2025-07-02 00:37:15.851,0.0
2025-07-02 00:37:20.851,0.0
2025-07-02 00:37:25.851,0.0
2025-07-02 00:37:30.851,0.0
2025-07-02 00:37:35.851,1.0172831257030042
2025-07-02 00:37:40.851,0.0
2025-07-02 00:37:45.851,0.0
2025-07-02 00:37:50.851,0.0
2025-07-02 00:37:55.851,0.0
2025-07-02 00:38:00.852,0.0
2025-07-02 00:38:05.852,0.0
2025-07-02 00:38:10.852,0.0
2025-07-02 00:38:15.852,1.0756174002065126
2025-07-02 00:38:20.852,0.0
2025-07-02 00:38:25.852,0.0
2025-07-02 00:38:30.852,0.0
2025-07-02 00:38:35.852,0.0
2025-07-02 00:38:40.852,7.127252070114713
2025-07-02 00:38:45.852,0.0
2025-07-02 00:38:50.852,0.0
2025-07-02 00:38:55.852,0.0
2025-07-02 00:39:00.852,0.0
2025-07-02 00:39:05.852,0.0
2025-07-02 00:39:10.852,0.0
2025-07-02 00:39:15.852,0.0
2025-07-02 00:39:20.852,0.0
2025-07-02 00:39:25.852,0.0
2025-07-02 00:39:30.852,0.0
2025-07-02 00:39:35.852,2.457183222996598
2025-07-02 00:39:40.852,3.9597742734838635
2025-07-02 00:39:45.852,3.6186890019340785
2025-07-02 00:39:50.852,0.0
2025-07-02 00:39:55.852,0.0
2025-07-02 00:40:00.852,1.1767723974058169
2025-07-02 00:40:05.852,0.0
2025-07-02 00:40:10.853,0.0
2025-07-02 00:40:15.853,0.0
2025-07-02 00:40:20.853,0.0
2025-07-02 00:40:25.853,0.0
2025-07-02 00:40:30.853,0.0
2025-07-02 00:40:35.853,0.0
2025-07-02 00:40:40.853,0.0
2025-07-02 00:40:45.853,0.0
2025-07-02 00:40:50.853,0.0
2025-07-02 00:40:55.853,0.0
2025-07-02 00:41:00.853,0.0
2025-07-02 00:41:05.853,818807.3492073017
2025-07-02 00:41:10.853,862833.8859247009
2025-07-02 00:41:15.853,717818.9484321948
2025-07-02 00:41:20.853,734733.6995555748
2025-07-02 00:41:25.853,1027025.7772813914
2025-07-02 00:41:30.853,684385.4893468269
2025-07-02 00:41:35.853,2567243.0328077595
2025-07-02 00:41:40.853,3656895.7617788906
2025-07-02 00:41:45.853,1910242.5966593837
2025-07-02 00:41:50.854,3084218.5956164906
2025-07-02 00:41:55.853,1580977.8987385049
2025-07-02 00:42:00.854,878529.5774366267
2025-07-02 00:42:05.854,300201.7682371419
2025-07-02 00:42:10.854,1353849.4304649928
2025-07-02 00:42:15.854,3.1460774027871867
2025-07-02 00:42:20.854,0.0
2025-07-02 00:42:25.854,0.0
2025-07-02 00:42:30.854,0.0
2025-07-02 00:42:35.854,0.0
2025-07-02 00:42:40.854,0.0
2025-07-02 00:42:45.854,0.0
2025-07-02 00:42:50.854,0.0
2025-07-02 00:42:55.854,0.0
2025-07-02 00:43:00.854,0.0
2025-07-02 00:43:05.854,0.0
2025-07-02 00:43:10.854,0.0
2025-07-02 00:43:15.854,0.0
2025-07-02 00:43:20.854,0.0
2025-07-02 00:43:25.854,0.0
2025-07-02 00:43:30.854,0.0
2025-07-02 00:43:35.854,0.0
2025-07-02 00:43:40.854,0.0
2025-07-02 00:43:45.854,2.7746698111950447
2025-07-02 00:43:50.854,3.7476025282170538
2025-07-02 00:43:55.855,2.658040202709037
2025-07-02 00:44:00.855,0.0
2025-07-02 00:44:05.855,0.0
2025-07-02 00:44:10.855,0.0
2025-07-02 00:44:15.855,0.0
2025-07-02 00:44:20.855,0.0
2025-07-02 00:44:25.855,0.0
2025-07-02 00:44:30.855,0.0
2025-07-02 00:44:35.855,0.0
2025-07-02 00:44:40.855,0.0
2025-07-02 00:44:45.855,0.0
2025-07-02 00:44:50.855,0.0
2025-07-02 00:44:55.855,0.0
2025-07-02 00:45:00.855,0.0
2025-07-02 00:45:05.855,0.0
2025-07-02 00:45:10.855,0.0
2025-07-02 00:45:15.855,0.0
2025-07-02 00:45:20.855,0.0
2025-07-02 00:45:25.855,0.0
2025-07-02 00:45:30.855,0.0
2025-07-02 00:45:35.855,0.0
2025-07-02 00:45:40.855,0.0
2025-07-02 00:45:45.855,0.0
2025-07-02 00:45:50.856,0.0
2025-07-02 00:45:55.856,0.0
2025-07-02 00:46:00.856,0.0
2025-07-02 00:46:05.856,0.0
2025-07-02 00:46:10.856,0.0
2025-07-02 00:46:15.856,0.0
2025-07-02 00:46:20.856,0.0
2025-07-02 00:46:25.856,0.0
2025-07-02 00:46:30.856,0.0
2025-07-02 00:46:35.856,0.0
2025-07-02 00:46:40.856,0.0
2025-07-02 00:46:45.856,0.0
2025-07-02 00:46:50.856,0.0
2025-07-02 00:46:55.856,0.0
2025-07-02 00:47:00.856,0.0
2025-07-02 00:47:05.856,0.0
2025-07-02 00:47:10.856,0.0
2025-07-02 00:47:15.856,0.0
2025-07-02 00:47:20.856,0.0
2025-07-02 00:47:25.856,0.0
2025-07-02 00:47:30.857,0.0
2025-07-02 00:47:35.856,0.0
2025-07-02 00:47:40.857,0.0
2025-07-02 00:47:45.857,0.0
2025-07-02 00:47:50.857,0.0
2025-07-02 00:47:55.857,2.4970821929862304
2025-07-02 00:48:00.857,3.721997503027825
2025-07-02 00:48:05.857,3.42290888896848
2025-07-02 00:48:10.857,0.0
2025-07-02 00:48:15.857,0.0
2025-07-02 00:48:20.857,0.0
2025-07-02 00:48:25.857,0.0
2025-07-02 00:48:30.857,0.0
2025-07-02 00:48:35.857,0.0
2025-07-02 00:48:40.857,0.0
2025-07-02 00:48:45.857,0.0
2025-07-02 00:48:50.857,0.0
2025-07-02 00:48:55.857,0.0
2025-07-02 00:49:00.857,0.0
2025-07-02 00:49:05.857,0.0
2025-07-02 00:49:10.857,0.0
2025-07-02 00:49:15.857,0.0
2025-07-02 00:49:20.857,0.0
2025-07-02 00:49:25.857,0.0
2025-07-02 00:49:30.857,0.0
2025-07-02 00:49:35.857,0.0
2025-07-02 00:49:40.857,0.0
2025-07-02 00:49:45.858,0.0
2025-07-02 00:49:50.858,0.0
2025-07-02 00:49:55.858,0.0
2025-07-02 00:50:00.858,0.0
2025-07-02 00:50:05.858,0.0
2025-07-02 00:50:10.858,0.0
2025-07-02 00:50:15.858,0.0
2025-07-02 00:50:20.858,0.0
2025-07-02 00:50:25.858,0.0
2025-07-02 00:50:30.858,0.0
2025-07-02 00:50:35.858,0.0
2025-07-02 00:50:40.858,0.0
2025-07-02 00:50:45.858,0.0
2025-07-02 00:50:50.858,0.0
2025-07-02 00:50:55.858,0.0
2025-07-02 00:51:00.858,0.0
2025-07-02 00:51:05.858,0.0
2025-07-02 00:51:10.858,0.0
2025-07-02 00:51:15.858,0.0
2025-07-02 00:51:20.858,0.0
2025-07-02 00:51:25.858,0.0
2025-07-02 00:51:30.859,0.0
2025-07-02 00:51:35.859,0.0
2025-07-02 00:51:40.859,0.0
2025-07-02 00:51:45.859,0.0
2025-07-02 00:51:50.859,0.0
2025-07-02 00:51:55.859,0.0
2025-07-02 00:52:00.859,0.0
2025-07-02 00:52:05.859,2.475907246474385
2025-07-02 00:52:10.859,3.7761400173534607
2025-07-02 00:52:15.859,3.164814281943637
2025-07-02 00:52:20.859,0.0
2025-07-02 00:52:25.859,0.0
2025-07-02 00:52:30.859,0.0
2025-07-02 00:52:35.859,0.0
2025-07-02 00:52:40.859,0.0
2025-07-02 00:52:45.859,0.0
2025-07-02 00:52:50.859,0.0
2025-07-02 00:52:55.859,0.0
2025-07-02 00:53:00.859,0.0
2025-07-02 00:53:05.859,0.0
2025-07-02 00:53:10.859,0.0
2025-07-02 00:53:15.859,0.0
2025-07-02 00:53:20.860,0.0
2025-07-02 00:53:25.860,0.0
2025-07-02 00:53:30.860,0.0
2025-07-02 00:53:35.860,0.0
2025-07-02 00:53:40.860,0.0
2025-07-02 00:53:45.860,0.0
2025-07-02 00:53:50.860,0.0
2025-07-02 00:53:55.860,0.0
2025-07-02 00:54:00.860,0.0
2025-07-02 00:54:05.860,0.0
2025-07-02 00:54:10.860,0.0
2025-07-02 00:54:15.860,0.0
2025-07-02 00:54:20.860,0.0
2025-07-02 00:54:25.860,0.0
2025-07-02 00:54:30.860,0.0
2025-07-02 00:54:35.860,0.0
2025-07-02 00:54:40.860,0.0
2025-07-02 00:54:45.860,0.0
2025-07-02 00:54:50.860,0.0
2025-07-02 00:54:55.860,0.0
2025-07-02 00:55:00.860,0.0
2025-07-02 00:55:05.860,0.0
2025-07-02 00:55:10.860,0.0
2025-07-02 00:55:15.861,0.0
2025-07-02 00:55:20.860,0.0
2025-07-02 00:55:25.861,0.0
2025-07-02 00:55:30.861,0.0
2025-07-02 00:55:35.861,0.0
2025-07-02 00:55:40.861,0.0
2025-07-02 00:55:45.861,0.0
2025-07-02 00:55:50.861,0.0
2025-07-02 00:55:55.861,0.0
2025-07-02 00:56:00.861,0.0
2025-07-02 00:56:05.861,0.0
2025-07-02 00:56:10.861,0.0
2025-07-02 00:56:15.861,2.4445563751251167
2025-07-02 00:56:20.861,3.643553046389373
2025-07-02 00:56:25.861,3.1257455577542537
2025-07-02 00:56:30.861,0.0
2025-07-02 00:56:35.861,0.0
2025-07-02 00:56:40.861,0.0
2025-07-02 00:56:45.861,0.0
2025-07-02 00:56:50.861,0.0
2025-07-02 00:56:55.861,0.0
2025-07-02 00:57:00.861,0.0
2025-07-02 00:57:05.862,0.0
2025-07-02 00:57:10.862,0.0
2025-07-02 00:57:15.862,0.0
2025-07-02 00:57:20.862,0.0
2025-07-02 00:57:25.862,0.0
2025-07-02 00:57:30.862,0.0
2025-07-02 00:57:35.862,0.0
2025-07-02 00:57:40.862,0.0
2025-07-02 00:57:45.862,0.0
2025-07-02 00:57:50.862,0.0
2025-07-02 00:57:55.862,0.0
2025-07-02 00:58:00.862,0.0
2025-07-02 00:58:05.862,0.0
2025-07-02 00:58:10.862,0.0
2025-07-02 00:58:15.862,0.0
2025-07-02 00:58:20.862,0.0
2025-07-02 00:58:25.862,0.0
2025-07-02 00:58:30.862,0.0
2025-07-02 00:58:35.862,0.0
2025-07-02 00:58:40.862,0.0
2025-07-02 00:58:45.862,0.0
2025-07-02 00:58:50.862,0.0
2025-07-02 00:58:55.862,0.0
2025-07-02 00:59:00.862,0.0
2025-07-02 00:59:05.862,0.0
2025-07-02 00:59:10.863,0.0
2025-07-02 00:59:15.863,0.0
2025-07-02 00:59:20.863,0.0
2025-07-02 00:59:25.863,0.0
2025-07-02 00:59:30.863,0.0
2025-07-02 00:59:35.863,128213.20633011057
2025-07-02 00:59:40.863,1442202.3159897258
2025-07-02 00:59:45.863,143633.19099313684
2025-07-02 00:59:50.863,536519.4837865587
2025-07-02 00:59:55.863,544716.4324443464
2025-07-02 01:00:00.863,170536.64960457495
