Time,integrated_flux_mod,integrated_flux_s9_mod,integrated_flux_s10_mod,integrated_flux_s11_mod,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
2025-07-01 00:07:45.057,,393838.51760009315,,751285.7762099915,1275742.1971429626,203967.11023593886,-100406.55202069425
2025-07-01 00:07:50.057,,,3026116.630966651,,1275742.187374385,203968.5205544423,-100406.47019589489
2025-07-01 00:07:55.057,57173.836689850665,1272560.8380953006,1603465.9117462954,890171.1979048785,1275742.1776057498,203969.93089945836,-100406.38836891612
2025-07-01 00:08:00.057,,,2982852.67288805,,1275742.1678374775,203971.34121466085,-100406.30654296977
2025-07-01 00:08:05.057,,,2952141.3493043724,,1275742.1580693007,203972.75152823128,-100406.2247164732
2025-07-01 00:08:10.057,,,1465964.1200982102,,1275742.1483012803,203974.16184016387,-100406.14288943628
2025-07-01 00:08:15.057,,916032.499334917,2696538.030558178,,1275742.1385329696,203975.5722068716,-100406.06105855765
2025-07-01 00:08:20.057,,,2845450.0690832194,,1275742.128765332,203976.98248730885,-100405.97923198604
2025-07-01 00:08:25.057,,1773.167997618292,,713194.8939151128,1275742.1189975115,203978.39282251912,-100405.89740162669
2025-07-01 00:08:30.057,,,2051271.230017568,988054.2195958778,1275742.1092297912,203979.80315608552,-100405.81557070359
2025-07-01 00:08:35.057,,,2808217.1348949634,,1275742.0994623841,203981.21345982168,-100405.7337408213
2025-07-01 00:08:40.057,,,,,1275742.0896951603,203982.6237618934,-100405.65191040374
2025-07-01 00:08:45.057,,,4140188.622821026,,1275742.0799279884,203984.03406232866,-100405.5700794583
2025-07-01 00:08:50.057,,,2056975.683648296,,1275742.0701605554,203985.44441754586,-100405.48824460962
2025-07-01 00:08:55.057,,,,,1275742.0603936715,203986.85471470954,-100405.40641249175
2025-07-01 00:09:00.057,,,1980865.2761113131,,1275742.0506269636,203988.26501020583,-100405.32457985223
2025-07-01 00:09:05.057,151051.21010116488,,6021937.693399295,,1275742.0408601135,203989.6753322942,-100405.24274497957
2025-07-01 00:09:10.057,,,,,1275742.0310937865,203991.0855963253,-100405.16091281903
2025-07-01 00:09:15.057,85872.60302645841,,1859857.4949661805,,1275742.0213272588,203992.49591512527,-100405.07907683839
2025-07-01 00:09:20.057,,,3910748.8057977185,,1275742.0115605658,203993.90626045526,-100404.99723863148
2025-07-01 00:09:25.057,,4607.221913339953,,1950212.409629873,1275742.0017947182,203995.31651954504,-100404.91540481598
2025-07-01 00:09:30.058,,,,,1275741.9920285316,203996.72683342555,-100404.83356712834
2025-07-01 00:09:35.058,,,3841642.880197688,,1275741.9822626899,203998.1371174408,-100404.75173054612
2025-07-01 00:09:40.058,,2055.797048306876,,,1275741.9724965652,203999.54745624552,-100404.66989011545
2025-07-01 00:09:45.058,,,5714756.119270249,,1275741.962731386,204000.9576805646,-100404.58805566595
2025-07-01 00:09:50.058,,,1919129.5462849895,,1275741.9529655287,204002.36801608215,-100404.50621410378
2025-07-01 00:09:55.058,,2444164.008373079,,,1275741.943200003,204003.7783217517,-100404.42437360802
2025-07-01 00:10:00.058,,1246.5640057165392,,931864.6649720026,1275741.9334349767,204005.18856935616,-100404.34253587207
2025-07-01 00:10:05.058,,4778.105812907098,,,1275741.923669685,204006.59887174022,-100404.26069424674
2025-07-01 00:10:10.058,,,5482440.363370437,,1275741.913904745,204008.00914427268,-100404.17885371315
2025-07-01 00:10:15.058,,1756641.3870624825,,1325190.6207266473,1275741.9041399558,204009.41941515316,-100404.09701264632
2025-07-01 00:10:20.058,1036112.5222951282,1044207.8168313592,8573478.854673669,438057.05505438795,1275741.8943748078,204010.8297408395,-100404.01516768831
2025-07-01 00:10:25.058,1735724.379681372,,1352387.6211683692,10770167.901586685,1275741.8846102506,204012.24000844237,-100403.93332549848
2025-07-01 00:10:30.058,11516181.238608075,3889433.27132824,50891519.895321436,16999048.832861234,1275741.8748458421,204013.65027440104,-100403.85148270917
2025-07-01 00:10:35.058,65613167.97042179,16474734.210351508,332324581.9443781,108118596.96303123,1275741.8650815526,204015.06053872037,-100403.7696393879
2025-07-01 00:10:40.058,188594703.66330934,95026500.62865244,977939749.9967576,289130086.2536357,1275741.855317194,204016.47082958499,-100403.68779385526
2025-07-01 00:10:45.058,250506291.27110752,157903984.3335016,1333302182.4321334,314453151.0978613,1275741.8455531714,204017.88109059478,-100403.60594939574
2025-07-01 00:10:50.058,232322910.5006465,77548677.63466956,1379852564.807984,251680649.43821415,1275741.8357891687,204019.29135002248,-100403.52410435071
2025-07-01 00:10:55.058,142927321.85898006,60965720.03618208,863762953.080585,129530877.14831872,1275741.8260249998,204020.70166420273,-100403.44225548365
2025-07-01 00:11:00.058,82986733.0539651,84410874.10821104,446426554.63362986,79794449.13179283,1275741.8162613427,204022.11192033102,-100403.36040934938
2025-07-01 00:11:05.058,54737118.580592155,62923525.54993083,281044118.06525517,67272022.15832566,1275741.8064978453,204023.52217479056,-100403.27856265433
2025-07-01 00:11:10.058,30253015.102511555,30661398.214249194,163579221.16547987,27707105.840158228,1275741.7967345067,204024.93242758955,-100403.19671540568
2025-07-01 00:11:15.058,12175526.047605,17078792.442205094,63236200.91899273,9794614.92202539,1275741.7869709367,204026.34270672375,-100403.11486588605
2025-07-01 00:11:20.058,10533397.105322119,3300023.613720732,77216335.54643314,1265718.8915107092,1275741.777207875,204027.75295633232,-100403.0330175194
2025-07-01 00:11:25.058,9228932.487708045,4751462.519568272,64447040.56625832,2247486.89770782,1275741.7674446376,204029.16323260288,-100402.95116694854
2025-07-01 00:11:30.059,9382035.120117966,4600992.413291907,64651837.43580556,2496830.076754618,1275741.7576815176,204030.57350717406,-100402.86931575218
2025-07-01 00:11:35.058,5581199.429081532,6869274.786215777,30722082.30904651,2987370.643052859,1275741.747918945,204031.9837234383,-100402.7874673378
2025-07-01 00:11:40.059,5369870.11070951,1983011.1868590426,37552742.59925898,976952.8402790087,1275741.7381560863,204033.39399416136,-100402.7056150458
2025-07-01 00:11:45.059,1962253.3740912117,1446411.4693391642,18856974.49781515,186595.0586659577,1275741.7283934532,204034.80426230378,-100402.62376223475
2025-07-01 00:11:50.059,931975.4633282997,163997.7769997463,11324082.526964722,,1275741.7186312475,204036.21447297168,-100402.54191208555
2025-07-01 00:11:55.059,88740.74692381884,916133.7385070086,4350675.441342262,,1275741.7088686342,204037.62476693813,-100402.46005648782
2025-07-01 00:12:00.059,775094.9227105953,,10601978.173788695,,1275741.6991065582,204039.03500321205,-100402.37820363813
2025-07-01 00:12:05.059,93024.67051032966,,4520375.7015846735,,1275741.6893445193,204040.44523808596,-100402.29635015677
2025-07-01 00:12:10.059,,,2969468.358029216,,1275741.6795825053,204041.85549958277,-100402.21449452685
2025-07-01 00:12:15.059,,,1820076.3099293506,1911155.721999493,1275741.6698207343,204043.26573086786,-100402.13263995136
2025-07-01 00:12:20.059,,,2871703.191841544,,1275741.6600587782,204044.6760171205,-100402.05078153056
2025-07-01 00:12:25.059,,,4353624.398872099,,1275741.6502977347,204046.0861888792,-100401.96892913879
2025-07-01 00:12:30.059,,,,,1275741.6405360035,204047.49647186685,-100401.88706961571
2025-07-01 00:12:35.059,,,,,1275741.6307748226,204048.90669679182,-100401.80521280295
2025-07-01 00:12:40.059,,,1406971.0769674385,,1275741.621013684,204050.3169201011,-100401.72335541609
2025-07-01 00:12:45.059,,,1404108.5674474817,,1275741.6112525938,204051.7271699126,-100401.64149585838
2025-07-01 00:12:50.059,,,4169908.626529567,,1275741.6014917716,204053.1373899159,-100401.55963737081
2025-07-01 00:12:55.059,,,2716399.477425559,,1275741.5917311185,204054.5476082719,-100401.47777830862
2025-07-01 00:13:00.059,209532.20564981946,,,,1275741.5819703133,204055.95785319983,-100401.39591703378
2025-07-01 00:13:05.059,,,,,1275741.5722096683,204057.36809647456,-100401.31405520492
2025-07-01 00:13:10.059,,2532.0793015033305,,1018440.4586852168,1275741.562449381,204058.7783099115,-100401.23219445441
2025-07-01 00:13:15.059,425797.4764445884,,3813691.705088383,1829736.2217702297,1275741.5526891816,204060.18852169524,-100401.15033316042
2025-07-01 00:13:20.060,148322.63288118306,,,,1275741.542928982,204061.59876001405,-100401.06846965122
2025-07-01 00:13:25.060,485730.0854973133,,8059524.509553417,,1275741.5331688616,204063.0089967318,-100400.98660558695
2025-07-01 00:13:30.060,,,3953305.802710211,,1275741.5234090716,204064.41920360093,-100400.90474258235
2025-07-01 00:13:35.060,,,,,1275741.513649213,204065.82943703665,-100400.82287740015
2025-07-01 00:13:40.060,,,,,1275741.5038896783,204067.23964060578,-100400.74101328448
2025-07-01 00:13:45.060,,,3856386.4210765418,,1275741.4941302752,204068.64984255633,-100400.6591486166
2025-07-01 00:13:50.060,448831.9047749321,,2295763.154860938,2446055.247529155,1275741.4843710104,204070.0600428383,-100400.57728336263
2025-07-01 00:13:55.060,739853.5830955869,,1850654.641661869,,1275741.4746116796,204071.47026970517,-100400.49541593122
2025-07-01 00:14:00.060,,,3734113.9267130382,,1275741.464852451,204072.88049492426,-100400.41354792926
2025-07-01 00:14:05.060,,1222879.8099222786,,,1275741.4550934937,204074.29069030803,-100400.33168097667
2025-07-01 00:14:10.060,,,5577444.422775599,,1275741.4453345942,204075.70091223027,-100400.24981184636
2025-07-01 00:14:15.060,,,1778081.9218180194,,1275741.4355762582,204077.11107609488,-100400.16794546548
2025-07-01 00:14:20.060,,,,,1275741.4258174957,204078.52129475528,-100400.086075211
2025-07-01 00:14:25.060,391420.1033485844,1104261.731566763,6994913.0811133655,,1275741.4160591695,204079.93148356135,-100400.00420607033
2025-07-01 00:14:30.060,,2286144.118130816,,,1275741.4063009503,204081.34167071874,-100399.9223363453
2025-07-01 00:14:35.060,1755496.904306348,871643.124133962,15469261.814530678,3446272.508622209,1275741.3965424523,204082.75191261666,-100399.84046274418
2025-07-01 00:14:40.060,11081399.348235196,7312089.664564265,47773710.00480696,23074015.10647017,1275741.386784488,204084.1620964856,-100399.7585919149
2025-07-01 00:14:45.060,58321645.783786125,26561474.271234225,286486175.7018848,101028275.54844986,1275741.3770264217,204085.57230694158,-100399.67671884375
2025-07-01 00:14:50.060,187634544.57321942,110788896.53905062,907354143.6668396,326299330.2631677,1275741.3672689195,204086.9824593169,-100399.59484850848
2025-07-01 00:14:55.060,238840871.52632764,200579320.72951582,1234375921.183556,293011490.93075126,1275741.3575111388,204088.39266647192,-100399.51297433127
2025-07-01 00:15:00.060,214792832.30055535,148686272.88295043,1176556602.5645223,242131242.19913802,1275741.3477533502,204089.8029001992,-100399.43109799357
2025-07-01 00:15:05.060,120862866.06543325,85860531.17747441,685935010.6297187,130223002.82161286,1275741.3379963716,204091.21301944702,-100399.34922760376
2025-07-01 00:15:10.060,94065230.39348641,79656731.74175903,515954867.85318977,114508919.88633776,1275741.3282387753,204092.62324988827,-100399.26735007856
2025-07-01 00:15:15.060,49879658.02792682,63981508.15811539,228015979.31772014,62325023.38117953,1275741.3184816802,204094.03342227757,-100399.18547529285
2025-07-01 00:15:20.061,28583163.77301306,41114466.83993318,133081472.35460965,38857845.563368395,1275741.3087247652,204095.4435930067,-100399.10359997902
2025-07-01 00:15:25.061,12709854.5246591,15866415.861053726,73709034.51262893,12375459.327054217,1275741.2989677747,204096.85379031496,-100399.02172243467
2025-07-01 00:15:30.061,8511281.074066615,6757571.934427184,54686757.18676699,5894179.272908083,1275741.2892110788,204098.26395776894,-100398.93984595209
2025-07-01 00:15:35.061,9893484.87697224,12773507.886037422,64277872.046449244,610597.763672628,1275741.279454292,204099.67415180075,-100398.85796727333
2025-07-01 00:15:40.061,7827681.666917905,6144917.951922705,50940426.820087925,1753519.974561347,1275741.2696978883,204101.0843159754,-100398.77608967765
2025-07-01 00:15:45.061,5470020.704638617,4963703.2340191305,39244115.930093676,54269.66373601118,1275741.2599414212,204102.49450670465,-100398.69420989131
2025-07-01 00:15:50.061,4280446.352060845,9770157.331897702,23533752.22862136,647205.5840108069,1275741.2501854412,204103.90463938034,-100398.61233279813
2025-07-01 00:15:55.061,1691815.7798568076,2997420.50054367,17401847.866624076,,1275741.24042927,204105.31482683355,-100398.53045189212
2025-07-01 00:16:00.061,848298.6090383602,2124432.090531593,8135103.613760831,,1275741.2306731488,204106.72501260065,-100398.44857042388
2025-07-01 00:16:05.061,235212.9538555781,,5568304.81047825,,1275741.2209171825,204108.13519681676,-100398.36668841727
2025-07-01 00:16:10.061,8285.181995513616,,1847461.3845872947,1945083.5888090828,1275741.2111615685,204109.54535112967,-100398.28480744787
2025-07-01 00:16:15.061,,,5581409.931077294,752547.7795277357,1275741.201406003,204110.95550380717,-100398.20292588416
2025-07-01 00:16:20.061,,,2161322.1475280323,1043009.5211986399,1275741.1916504134,204112.36568301287,-100398.12104215985
2025-07-01 00:16:25.061,,962720.7997228068,,,1275741.1818951806,204113.7758324086,-100398.0391595412
2025-07-01 00:16:30.061,,,1465964.1200982102,,1275741.1721400635,204115.18598015446,-100397.95727631758
2025-07-01 00:16:35.061,,,4338193.818567721,571972.2256094116,1275741.16238469,204116.5961826811,-100397.87538928451
2025-07-01 00:16:40.061,,,1341686.6707512257,570562.0854399232,1275741.1526302062,204118.0062707256,-100397.79350822797
2025-07-01 00:16:45.061,558669.593998902,,9958323.209895922,,1275741.1428750886,204119.41646993364,-100397.7116200772
2025-07-01 00:16:50.061,,,2826152.7154068016,,1275741.1331202802,204120.82663933383,-100397.62973296735
2025-07-01 00:16:55.061,,941.4587045372333,,703784.2391288007,1275741.1233660001,204122.2367506845,-100397.547848602
2025-07-01 00:17:00.061,,,4083979.593229961,790304.738252026,1275741.113611482,204123.64691677556,-100397.46596037236
2025-07-01 00:17:05.061,92610.2489856229,,4122076.7594458256,,1275741.1038572614,204125.05705303798,-100397.38407327764
2025-07-01 00:17:10.062,618339.400075448,,10301016.933218293,,1275741.0941027454,204126.46724401062,-100397.3021822676
2025-07-01 00:17:15.061,,,,,1275741.0843490204,204127.87734850752,-100397.22029565618
2025-07-01 00:17:20.062,408673.5796862985,1575517.475835117,7293554.283641589,,1275741.0745950192,204129.28750807955,-100397.13840519806
2025-07-01 00:17:25.062,134776.2633552414,1248095.128803579,3634714.52515461,835450.2866128336,1275741.064841127,204130.69766615727,-100397.05651417776
2025-07-01 00:17:30.062,,,3950691.758881812,,1275741.055087719,204132.107766057,-100396.97462583549
2025-07-01 00:17:35.062,45763.73286580143,,4018679.7820211537,,1275741.0453341,204133.51792054554,-100396.89273370744
2025-07-01 00:17:40.062,156218.62427000445,,5926443.0933882035,,1275741.0355808092,204134.92804481744,-100396.81084262853
2025-07-01 00:17:45.062,,,3929564.6314023794,,1275741.0258274192,204136.33819471704,-100396.72894938546
2025-07-01 00:17:50.062,,,2865467.0012789853,1353057.9729735937,1275741.0160741871,204137.74834360683,-100396.64705554792
2025-07-01 00:17:55.062,,,1839698.1194378494,884657.9519019905,1275741.006321206,204139.15846296193,-100396.56516275683
2025-07-01 00:18:00.062,385571.04841119447,,5771190.927044473,,1275740.996568462,204140.56858097814,-100396.48326947662
2025-07-01 00:18:05.062,125535.63479092019,,2730010.9329204424,1302210.4254945028,1275740.9868158072,204141.97869761087,-100396.4013756222
2025-07-01 00:18:10.062,,,,,1275740.9770629674,204143.3888690741,-100396.31947789527
2025-07-01 00:18:15.062,,,,,1275740.9673104803,204144.79898213435,-100396.23758287891
2025-07-01 00:18:20.062,184528.93365019688,,3633229.0463304273,760690.7510427161,1275740.9575582156,204146.20909374297,-100396.15568731405
2025-07-01 00:18:25.062,,,,,1275740.9478058708,204147.61923192095,-100396.07378953247
2025-07-01 00:18:30.062,706492.906625146,,1925559.1973777125,1980860.976202847,1275740.9380538622,204149.02934023755,-100395.99189285637
2025-07-01 00:18:35.062,,,1751147.7880339508,,1275740.9283019889,204150.43944692743,-100395.90999561461
2025-07-01 00:18:40.062,996544.9320297218,,10714831.018233467,,1275740.9185502797,204151.84955199386,-100395.82809781894
2025-07-01 00:18:45.062,1109267.6460064715,4425472.912715118,5091435.321187155,1796152.7156190919,1275740.9087982613,204153.25971179403,-100395.74619617645
2025-07-01 00:18:50.062,7756055.948760893,9706650.252641112,38402226.01635138,14113717.42602233,1275740.8990467868,204154.66981354923,-100395.6642972377
2025-07-01 00:18:55.062,52654346.906339005,52106581.229358524,239679292.66477925,88475434.80106829,1275740.889295388,204156.07991366848,-100395.58239771635
2025-07-01 00:19:00.063,175751929.45421723,113186984.91558649,887476340.2773551,260734118.88267517,1275740.879543967,204157.49004033138,-100395.50049604126
2025-07-01 00:19:05.062,226179829.23768845,174095635.96458218,1207327802.1656864,295310952.6493599,1275740.8697929985,204158.90010901232,-100395.41859704268
