Time,integrated_flux_mod,integrated_flux_s15_mod,integrated_flux_s16_mod,integrated_flux_s17_mod,integrated_flux_s18_mod,integrated_flux_s19_mod,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
2025-07-01 00:07:45.057,,3216666.6666666665,2916666.666666668,,9866666.666666668,,1275742.1971429626,203967.11023593886,-100406.55202069425
2025-07-01 00:07:50.057,,,983333.333333334,,9200000.000000004,,1275742.187374385,203968.5205544423,-100406.47019589489
2025-07-01 00:07:55.057,,6483333.333333334,,8066666.666666664,,1466666.666666666,1275742.1776057498,203969.93089945836,-100406.38836891612
2025-07-01 00:08:00.057,,2750000.0000000005,4983333.333333334,2733333.333333332,3466666.666666668,733333.333333334,1275742.1678374775,203971.34121466085,-100406.30654296977
2025-07-01 00:08:05.057,,,,,,,1275742.1580693007,203972.75152823128,-100406.2247164732
2025-07-01 00:08:10.057,,6416666.666666666,,,8800000.0,,1275742.1483012803,203974.16184016387,-100406.14288943628
2025-07-01 00:08:15.057,1272916.666666666,1216666.666666667,,18733333.333333332,,,1275742.1385329696,203975.5722068716,-100406.06105855765
2025-07-01 00:08:20.057,,3150000.0000000005,983333.333333334,,,1533333.333333334,1275742.128765332,203976.98248730885,-100405.97923198604
2025-07-01 00:08:25.057,468750.0,,8516666.666666668,2733333.333333332,7333333.333333336,,1275742.1189975115,203978.39282251912,-100405.89740162669
2025-07-01 00:08:30.057,,1083333.3333333335,,,,5000000.0,1275742.1092297912,203979.80315608552,-100405.81557070359
2025-07-01 00:08:35.057,,1216666.666666667,1983333.333333334,,6666666.666666668,800000.0,1275742.0994623841,203981.21345982168,-100405.7337408213
2025-07-01 00:08:40.057,493749.99999999907,1216666.666666667,,,16266666.666666668,,1275742.0896951603,203982.6237618934,-100405.65191040374
2025-07-01 00:08:45.057,1164583.333333333,5283333.333333334,3450000.0,24866666.666666668,8000000.0,400000.0,1275742.0799279884,203984.03406232866,-100405.5700794583
2025-07-01 00:08:50.057,47916.666666666046,1150000.0,1716666.666666668,,,,1275742.0701605554,203985.44441754586,-100405.48824460962
2025-07-01 00:08:55.057,,2883333.3333333335,,,,,1275742.0603936715,203986.85471470954,-100405.40641249175
2025-07-01 00:09:00.057,,5016666.666666666,6383333.333333334,,,,1275742.0506269636,203988.26501020583,-100405.32457985223
2025-07-01 00:09:05.057,,1550000.0,,2200000.0,3200000.0,66666.66666666605,1275742.0408601135,203989.6753322942,-100405.24274497957
2025-07-01 00:09:10.057,,1283333.3333333335,,,7200000.0,,1275742.0310937865,203991.0855963253,-100405.16091281903
2025-07-01 00:09:15.057,,1483333.3333333335,,5266666.666666664,,1666666.666666666,1275742.0213272588,203992.49591512527,-100405.07907683839
2025-07-01 00:09:20.057,,,,,,,1275742.0115605658,203993.90626045526,-100404.99723863148
2025-07-01 00:09:25.057,314583.33333333116,5883333.333333334,,,6666666.666666668,733333.333333334,1275742.0017947182,203995.31651954504,-100404.91540481598
2025-07-01 00:09:30.058,,,,,,4666666.666666666,1275741.9920285316,203996.72683342555,-100404.83356712834
2025-07-01 00:09:35.058,,4883333.333333334,,,,,1275741.9822626899,203998.1371174408,-100404.75173054612
2025-07-01 00:09:40.058,,,,,,1133333.333333334,1275741.9724965652,203999.54745624552,-100404.66989011545
2025-07-01 00:09:45.058,,3016666.6666666665,,,5066666.666666668,,1275741.962731386,204000.9576805646,-100404.58805566595
2025-07-01 00:09:50.058,318750.0,7683333.333333334,,,17066666.666666668,1000000.0,1275741.9529655287,204002.36801608215,-100404.50621410378
2025-07-01 00:09:55.058,,2883333.3333333335,3850000.0,3666666.666666664,,4266666.666666666,1275741.943200003,204003.7783217517,-100404.42437360802
2025-07-01 00:10:00.058,,6083333.333333334,,,4400000.0,,1275741.9334349767,204005.18856935616,-100404.34253587207
2025-07-01 00:10:05.058,,2750000.0000000005,,,,5400000.0,1275741.923669685,204006.59887174022,-100404.26069424674
2025-07-01 00:10:10.058,,,,3800000.0,4666666.666666668,,1275741.913904745,204008.00914427268,-100404.17885371315
2025-07-01 00:10:15.058,631250.0,6750000.0,,,,,1275741.9041399558,204009.41941515316,-100404.09701264632
2025-07-01 00:10:20.058,1677083.333333334,9483333.333333334,716666.666666667,,,7733333.333333334,1275741.8943748078,204010.8297408395,-100404.01516768831
2025-07-01 00:10:25.058,1377083.333333334,7016666.666666668,1516666.666666668,,17200000.000000004,333333.33333333395,1275741.8846102506,204012.24000844237,-100403.93332549848
2025-07-01 00:10:30.058,6385416.666666666,2883333.3333333335,13516666.666666666,16599999.999999996,36533333.33333333,23600000.0,1275741.8748458421,204013.65027440104,-100403.85148270917
2025-07-01 00:10:35.058,25393749.999999996,13416666.666666668,38583333.333333336,148200000.0,111733333.33333333,81666666.66666667,1275741.8650815526,204015.06053872037,-100403.7696393879
2025-07-01 00:10:40.058,61252083.33333331,28216666.666666664,120116666.66666666,303933333.3333333,329733333.3333334,143733333.33333334,1275741.855317194,204016.47082958499,-100403.68779385526
2025-07-01 00:10:45.058,89385416.66666664,42883333.333333336,222116666.6666667,518999999.99999994,427066666.6666667,136933333.33333334,1275741.8455531714,204017.88109059478,-100403.60594939574
2025-07-01 00:10:50.058,122268750.00000001,72283333.33333333,375583333.3333333,812066666.6666667,476800000.0,183866666.66666666,1275741.8357891687,204019.29135002248,-100403.52410435071
2025-07-01 00:10:55.058,127931250.0,46683333.333333336,326583333.3333333,795666666.6666667,619200000.0,191800000.0,1275741.8260249998,204020.70166420273,-100403.44225548365
2025-07-01 00:11:00.058,89664583.33333334,20816666.666666664,176383333.33333334,436466666.6666666,581733333.3333333,197933333.33333334,1275741.8162613427,204022.11192033102,-100403.36040934938
2025-07-01 00:11:05.058,49872916.666666664,10150000.0,46050000.0,185000000.0,406800000.0,136333333.33333334,1275741.8064978453,204023.52217479056,-100403.27856265433
2025-07-01 00:11:10.058,23885416.666666664,5216666.666666666,21116666.666666664,99133333.33333333,189333333.3333333,73333333.33333333,1275741.7967345067,204024.93242758955,-100403.19671540568
2025-07-01 00:11:15.058,13810416.666666664,6083333.333333334,14983333.333333334,41933333.33333333,122533333.33333333,37800000.0,1275741.7869709367,204026.34270672375,-100403.11486588605
2025-07-01 00:11:20.058,6277083.333333338,,15183333.333333334,14066666.666666668,59733333.33333334,30533333.333333336,1275741.777207875,204027.75295633232,-100403.0330175194
2025-07-01 00:11:25.058,7943750.0,7816666.666666668,13716666.666666666,52733333.33333333,53466666.66666667,17400000.0,1275741.7674446376,204029.16323260288,-100402.95116694854
2025-07-01 00:11:30.059,8939583.333333338,4150000.0000000005,12316666.666666666,32466666.666666668,93733333.33333334,11133333.333333332,1275741.7576815176,204030.57350717406,-100402.86931575218
2025-07-01 00:11:35.058,12043750.0,5883333.333333334,11316666.666666666,65400000.0,103600000.0,22666666.666666668,1275741.747918945,204031.9837234383,-100402.7874673378
2025-07-01 00:11:40.059,7147916.666666666,2950000.0000000005,7116666.666666668,29666666.666666668,56266666.66666667,14000000.0,1275741.7381560863,204033.39399416136,-100402.7056150458
2025-07-01 00:11:45.059,4685416.666666672,,3516666.666666668,27799999.999999996,50266666.66666667,10133333.333333332,1275741.7283934532,204034.80426230378,-100402.62376223475
2025-07-01 00:11:50.059,85416.66666666791,1750000.0,3516666.666666668,7000000.0,4533333.333333336,,1275741.7186312475,204036.21447297168,-100402.54191208555
2025-07-01 00:11:55.059,210416.66666666698,1483333.3333333335,1050000.0,,9333333.333333332,,1275741.7088686342,204037.62476693813,-100402.46005648782
2025-07-01 00:12:00.059,1418750.0,4416666.666666666,,3266666.666666664,29200000.000000004,8800000.0,1275741.6991065582,204039.03500321205,-100402.37820363813
2025-07-01 00:12:05.059,739583.333333334,,,13266666.666666668,,4266666.666666666,1275741.6893445193,204040.44523808596,-100402.29635015677
2025-07-01 00:12:10.059,,2816666.6666666665,,200000.0,7200000.0,,1275741.6795825053,204041.85549958277,-100402.21449452685
2025-07-01 00:12:15.059,393750.00000000186,,,20999999.999999996,5333333.333333336,,1275741.6698207343,204043.26573086786,-100402.13263995136
2025-07-01 00:12:20.059,,3550000.0000000005,,3533333.333333332,8400000.0,,1275741.6600587782,204044.6760171205,-100402.05078153056
2025-07-01 00:12:25.059,,2816666.6666666665,5183333.333333334,,666666.6666666679,,1275741.6502977347,204046.0861888792,-100401.96892913879
2025-07-01 00:12:30.059,,,,,4400000.0,5866666.666666666,1275741.6405360035,204047.49647186685,-100401.88706961571
2025-07-01 00:12:35.059,,16666.666666666744,,1133333.333333332,10266666.666666668,,1275741.6307748226,204048.90669679182,-100401.80521280295
2025-07-01 00:12:40.059,,4950000.0,,,,5133333.333333334,1275741.621013684,204050.3169201011,-100401.72335541609
2025-07-01 00:12:45.059,,1483333.3333333335,,,,,1275741.6112525938,204051.7271699126,-100401.64149585838
2025-07-01 00:12:50.059,581249.9999999981,5750000.0,,2466666.666666664,3066666.666666668,2133333.333333334,1275741.6014917716,204053.1373899159,-100401.55963737081
2025-07-01 00:12:55.059,,1283333.3333333335,,,1200000.0,,1275741.5917311185,204054.5476082719,-100401.47777830862
2025-07-01 00:13:00.059,918750.0,,2183333.333333334,3533333.333333332,10666666.666666668,,1275741.5819703133,204055.95785319983,-100401.39591703378
2025-07-01 00:13:05.059,,2350000.0000000005,,,5200000.0,,1275741.5722096683,204057.36809647456,-100401.31405520492
2025-07-01 00:13:10.059,,5083333.333333334,,,17600000.000000004,,1275741.562449381,204058.7783099115,-100401.23219445441
2025-07-01 00:13:15.059,,5816666.666666666,,,,,1275741.5526891816,204060.18852169524,-100401.15033316042
2025-07-01 00:13:20.060,,3283333.3333333335,1250000.0,,3200000.0,5266666.666666666,1275741.542928982,204061.59876001405,-100401.06846965122
2025-07-01 00:13:25.060,,,383333.33333333395,,,,1275741.5331688616,204063.0089967318,-100400.98660558695
2025-07-01 00:13:30.060,402083.3333333349,,,,2400000.0,,1275741.5234090716,204064.41920360093,-100400.90474258235
2025-07-01 00:13:35.060,,2950000.0000000005,,7133333.333333332,1466666.666666668,,1275741.513649213,204065.82943703665,-100400.82287740015
2025-07-01 00:13:40.060,,8483333.333333334,1250000.0,,10133333.333333332,,1275741.5038896783,204067.23964060578,-100400.74101328448
2025-07-01 00:13:45.060,,3083333.3333333335,,7933333.333333332,,1400000.0,1275741.4941302752,204068.64984255633,-100400.6591486166
2025-07-01 00:13:50.060,,6483333.333333334,,,,,1275741.4843710104,204070.0600428383,-100400.57728336263
2025-07-01 00:13:55.060,5912499.999999998,3533333.3333333335,14066666.666666666,10533333.333333334,21066666.666666668,,1275741.4746116796,204071.47026970517,-100400.49541593122
2025-07-01 00:14:00.060,,,,,19766666.66666667,,1275741.464852451,204072.88049492426,-100400.41354792926
2025-07-01 00:14:05.060,490625.00000000093,,,,,4083333.333333334,1275741.4550934937,204074.29069030803,-100400.33168097667
2025-07-01 00:14:10.060,1698958.333333335,,2450000.000000001,18400000.000000004,15100000.000000004,,1275741.4453345942,204075.70091223027,-100400.24981184636
2025-07-01 00:14:15.060,773958.333333333,,,5866666.666666668,5900000.000000004,83333.33333333395,1275741.4355762582,204077.11107609488,-100400.16794546548
2025-07-01 00:14:20.060,1428124.999999999,1416666.6666666665,6183333.333333333,6000000.0,2566666.666666668,,1275741.4258174957,204078.52129475528,-100400.086075211
2025-07-01 00:14:25.060,948958.333333334,,,,24700000.0,,1275741.4160591695,204079.93148356135,-100400.00420607033
2025-07-01 00:14:30.060,1398958.333333334,,,,10433333.333333336,,1275741.4063009503,204081.34167071874,-100399.9223363453
2025-07-01 00:14:35.060,1765624.999999999,2416666.6666666665,6316666.666666667,133333.33333333582,3500000.0000000037,3483333.333333334,1275741.3965424523,204082.75191261666,-100399.84046274418
2025-07-01 00:14:40.060,9023958.333333334,1016666.6666666665,9783333.333333336,38266666.66666667,66700000.00000001,5416666.666666668,1275741.386784488,204084.1620964856,-100399.7585919149
2025-07-01 00:14:45.060,18615625.000000004,6083333.333333334,40050000.0,93333333.33333334,73766666.66666666,47150000.0,1275741.3770264217,204085.57230694158,-100399.67671884375
2025-07-01 00:14:50.060,51336458.33333334,33816666.66666667,129050000.00000001,313200000.0,224433333.33333334,80283333.33333333,1275741.3672689195,204086.9824593169,-100399.59484850848
2025-07-01 00:14:55.060,94440624.99999999,54416666.66666667,224916666.66666666,668133333.3333333,373233333.3333333,115950000.0,1275741.3575111388,204088.39266647192,-100399.51297433127
2025-07-01 00:15:00.060,118732291.66666669,66483333.333333336,401850000.0,805200000.0,422566666.6666666,142150000.0,1275741.3477533502,204089.8029001992,-100399.43109799357
2025-07-01 00:15:05.060,131457291.66666667,59883333.333333336,389850000.0,884533333.3333333,522433333.3333333,170883333.33333334,1275741.3379963716,204091.21301944702,-100399.34922760376
2025-07-01 00:15:10.060,90394791.66666667,44416666.66666667,216583333.3333333,412000000.0,548700000.0,180750000.0,1275741.3282387753,204092.62324988827,-100399.26735007856
2025-07-01 00:15:15.060,48823958.33333333,8416666.666666668,89716666.66666667,214666666.66666666,315233333.3333333,121750000.0,1275741.3184816802,204094.03342227757,-100399.18547529285
2025-07-01 00:15:20.061,26569791.666666668,5016666.666666668,29183333.333333332,107866666.66666667,222966666.6666667,59750000.0,1275741.3087247652,204095.4435930067,-100399.10359997902
2025-07-01 00:15:25.061,14211458.333333332,4283333.333333334,13316666.666666668,61866666.66666667,116300000.0,21750000.0,1275741.2989677747,204096.85379031496,-100399.02172243467
2025-07-01 00:15:30.061,9807291.66666667,8683333.333333334,11116666.666666668,53066666.66666667,72033333.33333334,11416666.666666668,1275741.2892110788,204098.26395776894,-100398.93984595209
2025-07-01 00:15:35.061,10436458.333333332,2816666.6666666665,12183333.333333336,44266666.66666667,86966666.66666666,9483333.333333332,1275741.279454292,204099.67415180075,-100398.85796727333
2025-07-01 00:15:40.061,14061458.333333328,816666.6666666665,25650000.0,78000000.0,108566666.66666666,6216666.666666668,1275741.2696978883,204101.0843159754,-100398.77608967765
2025-07-01 00:15:45.061,10311458.333333334,2416666.6666666665,6250000.000000001,67066666.66666667,76566666.66666666,15616666.666666668,1275741.2599414212,204102.49450670465,-100398.69420989131
2025-07-01 00:15:50.061,7307291.666666668,4416666.666666666,10383333.333333336,30533333.333333332,66433333.333333336,12483333.333333332,1275741.2501854412,204103.90463938034,-100398.61233279813
2025-07-01 00:15:55.061,3732291.666666668,2416666.6666666665,116666.66666666698,,58300000.00000001,,1275741.24042927,204105.31482683355,-100398.53045189212
2025-07-01 00:16:00.061,1619791.666666668,,6716666.666666667,,19900000.0,,1275741.2306731488,204106.72501260065,-100398.44857042388
2025-07-01 00:16:05.061,1928125.0,1283333.3333333335,2450000.000000001,15200000.000000004,,,1275741.2209171825,204108.13519681676,-100398.36668841727
2025-07-01 00:16:10.061,423958.33333333395,2416666.6666666665,1716666.666666667,,9633333.333333336,,1275741.2111615685,204109.54535112967,-100398.28480744787
