Time,proton_density,proton_bulk_speed,proton_thermal,alpha_density,alpha_bulk_speed,alpha_thermal,proton_xvelocity,proton_yvelocity,proton_zvelocity,spacecraft_xpos,spacecraft_ypos,spacecraft_zpos
2025-07-02 00:02:50.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.662891700754109,2.084006602104992,1275600.7832190343,228004.09460562604,-98914.15026261011
2025-07-02 00:02:55.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.30929910976678,-13.41970756191158,1275600.7770104466,228005.4754652308,-98914.05876501062
2025-07-02 00:03:00.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.001109234676097,-8.84993388193007,1275600.7708019041,228006.85635070197,-98913.96726499428
2025-07-02 00:03:05.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.029926595644827,-2.9024525337540723,1275600.7645938392,228008.2372067619,-98913.8757662439
2025-07-02 00:03:10.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.543073681073189,-13.670231329006988,1275600.7583858827,228009.61808865223,-98913.78426511888
2025-07-02 00:03:15.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.45590802767315,-1.7363467451464487,1275600.7521782678,228010.99896878048,-98913.6927634512
2025-07-02 00:03:20.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1.8477999355508885,-14.876432518479547,1275600.7459711186,228012.37979191757,-98913.60126479442
2025-07-02 00:03:25.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.23386791281752,-6.42262955969624,1275600.7397641495,228013.7606684791,-98913.50976206228
2025-07-02 00:03:30.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,2.590941776730851,-17.989163647114985,1275600.7335572597,228015.14154330798,-98913.41825862153
2025-07-02 00:03:35.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.600059142960571,-6.145364588483197,1275600.7273510161,228016.52236109864,-98913.32675836113
2025-07-02 00:03:40.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.9898210819981905,-14.028575390107385,1275600.7211446725,228017.90325997892,-98913.23525200447
2025-07-02 00:03:45.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.287072352070904,-10.71848084977492,1275600.7149388897,228019.28410184383,-98913.14374880644
2025-07-02 00:03:50.833,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,2.1050986177363136,-5.194944548862509,1275600.70873325,228020.66494194954,-98913.05224496959
2025-07-02 00:03:55.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,2.5682902302368227,-11.545945971603473,1275600.7025279095,228022.04580787677,-98912.96073879459
2025-07-02 00:04:00.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1.5617267866195057,-9.9641324986328,1275600.6963229529,228023.42664442057,-98912.86923388438
2025-07-02 00:04:05.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.605868241617937,-9.735553242863787,1275600.6901181578,228024.80750679117,-98912.77772657713
2025-07-02 00:04:10.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.072286855567153,-8.959098911935143,1275600.6839138877,228026.18831216014,-98912.68622236373
2025-07-02 00:04:15.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.888766230137655,-12.898993010239394,1275600.677709511,228027.56919860892,-98912.59471206774
2025-07-02 00:04:20.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.064976461754302,-9.067964755461297,1275600.671505724,228028.9500280522,-98912.50320494192
2025-07-02 00:04:25.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.515926394095192,-13.566910223887561,1275600.6653021604,228030.33085570688,-98912.41169720609
2025-07-02 00:04:30.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.88515189158754,-12.157246213608168,1275600.6590987872,228031.7117091779,-98912.32018705754
2025-07-02 00:04:35.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.11967225383297,-5.323478345024277,1275600.6528957598,228033.09253329277,-98912.22867821669
2025-07-02 00:04:40.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.602548415751567,-5.566755906815139,1275600.6466930993,228034.4733556242,-98912.13716881775
2025-07-02 00:04:45.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.380014310105192,-9.119738078581797,1275600.6404906933,228035.8541761805,-98912.04565882037
2025-07-02 00:04:50.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.091496158193355,-9.90424812204629,1275600.6342883313,228037.23505020476,-98911.95414462918
2025-07-02 00:04:55.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.774579795858028,-1.5120063211469983,1275600.628086457,228038.61586721463,-98911.86263353383
2025-07-02 00:05:00.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.989735825231996,-13.689482341116054,1275600.621884972,228039.99668242934,-98911.7711218989
2025-07-02 00:05:05.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,2.0352222349641487,-12.735900778638715,1275600.6156835107,228041.3775235185,-98911.67960782832
2025-07-02 00:05:10.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.461309713444336,-15.540348306781837,1275600.6094826742,228042.7583075726,-98911.58809690579
2025-07-02 00:05:15.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.690214414130228,-11.796955787558872,1275600.6032817906,228044.13914509973,-98911.49658170104
2025-07-02 00:05:20.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,3.6901301203193597,-23.950184469528764,1275600.5970811816,228045.52000845678,-98911.40506414656
2025-07-02 00:05:25.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.875604808743166,-7.58642639482742,1275600.5908810273,228046.90081480896,-98911.31354968977
2025-07-02 00:05:30.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.034060580120336,-19.476053730740677,1275600.5846811824,228048.28161938387,-98911.22203465801
2025-07-02 00:05:35.834,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,3.39368146849748,-5.088374468208961,1275600.5784816095,228049.66242219586,-98911.13051906694
2025-07-02 00:05:40.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.118490592635453,4.364418686116373,1275600.5722821904,228051.04325083288,-98911.0390010993
2025-07-02 00:05:45.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.632603808885808,-6.4483141104742145,1275600.5660830743,228052.42407767702,-98910.9474825433
2025-07-02 00:05:50.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.800320564661739,-8.597074765239007,1275600.5598843978,228053.8048751329,-98910.85596528923
2025-07-02 00:05:55.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,10.225832579671128,-13.121354663619748,1275600.5536857902,228055.18569849522,-98910.76444561133
2025-07-02 00:06:00.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,0.45772903493002204,-8.35597311553284,1275600.5474877926,228056.566464768,-98910.6729290405
2025-07-02 00:06:05.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.958984682728758,-2.2895007993834113,1275600.5412898469,228057.94728454202,-98910.58140825026
2025-07-02 00:06:10.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.514538686101261,-8.608365490868252,1275600.535092233,228059.32807493923,-98910.4898887403
2025-07-02 00:06:15.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.722254886639625,-14.284232615403766,1275600.528894956,228060.70886352428,-98910.39836865384
2025-07-02 00:06:20.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.1512279934203065,-7.571454687690299,1275600.5226976948,228062.08970556594,-98910.30684434104
2025-07-02 00:06:25.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.71394658073796,-7.801839283238337,1275600.5165009724,228063.470490593,-98910.21532317513
2025-07-02 00:06:30.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.887984905636536,-11.215248868659174,1275600.5103045441,228064.85127386832,-98910.12380140176
2025-07-02 00:06:35.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.1927294446857175,-15.094181100425288,1275600.504108389,228066.23205534663,-98910.03227905551
2025-07-02 00:06:40.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.480405108647538,-13.433639248366426,1275600.497912364,228067.61286270345,-98909.94075433468
2025-07-02 00:06:45.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,3.0888069790919985,-9.285507393313573,1275600.4917165716,228068.99369583768,-98909.8492272658
2025-07-02 00:06:50.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.627052701082263,-6.72081632014271,1275600.4855214544,228070.37441678505,-98909.75770687626
2025-07-02 00:06:55.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,2.9275494663609294,-5.539486560796142,1275600.479326246,228071.755246409,-98909.66617868008
2025-07-02 00:07:00.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.199015381864481,-18.90622665131911,1275600.473131517,228073.13601903064,-98909.57465351996
2025-07-02 00:07:05.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.1060639120957525,-13.504171062021946,1275600.4669370546,228074.51678986024,-98909.48312780063
2025-07-02 00:07:10.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.415513890695433,-3.333940795086491,1275600.4607428152,228075.8975864858,-98909.3915997402
2025-07-02 00:07:15.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.221063856591329,-5.308148444090158,1275600.4545488986,228077.27835348644,-98909.30007292592
2025-07-02 00:07:20.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.019595995304368,-3.6426254705244574,1275600.4483553774,228078.65911907319,-98909.20854556223
2025-07-02 00:07:25.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.935407020233107,-7.004368549651055,1275600.4421618502,228080.039910629,-98909.11701574572
2025-07-02 00:07:30.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,3.296379172560922,0.5952614718176292,1275600.4359687131,228081.42070024967,-98909.02548543434
2025-07-02 00:07:35.835,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.450651217841369,-11.68642908601371,1275600.4297760944,228082.8014326489,-98908.933958176
2025-07-02 00:07:40.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.777252846006466,-15.232793161715577,1275600.423583551,228084.18221808458,-98908.84242674365
2025-07-02 00:07:45.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.793568664666417,-12.75529766364965,1275600.4173912087,228085.56300089194,-98908.75089471409
2025-07-02 00:07:50.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.993926958945316,-11.531668424197377,1275600.4111994074,228086.9437273761,-98908.65936579782
2025-07-02 00:07:55.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.790600966334761,-3.3416435115242322,1275600.4050076196,228088.32453526222,-98908.5678308293
2025-07-02 00:08:00.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.916590590208912,-12.771162477690105,1275600.3988162817,228089.70528647973,-98908.47629894142
2025-07-02 00:08:05.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.133222507028204,-5.531490602179609,1275600.3926250725,228091.08606373167,-98908.38476467365
2025-07-02 00:08:10.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,13.24584531179078,-12.305313161410787,1275600.386434397,228092.46681162197,-98908.29323170264
2025-07-02 00:08:15.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,10.416092986348406,-12.239905883175865,1275600.3802438804,228093.84755737585,-98908.20169812813
2025-07-02 00:08:20.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.637770756063194,-5.453317433476805,1275600.374053447,228095.22835676844,-98908.11016033264
2025-07-02 00:08:25.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,3.618090376678836,-9.112419840569537,1275600.3678638143,228096.60904397335,-98908.01862933685
2025-07-02 00:08:30.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.143495260993696,-15.789871032580919,1275600.3616739719,228097.9898398093,-98907.92709045298
2025-07-02 00:08:35.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.138579609575661,-16.658476953845714,1275600.3554845322,228099.37060633695,-98907.835552781
2025-07-02 00:08:40.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.230493517916628,-6.136691584297573,1275600.3492955812,228100.751315803,-98907.74401826964
2025-07-02 00:08:45.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-0.8294187963728561,-3.191485499974455,1275600.34310667,228102.1320787547,-98907.65247949288
2025-07-02 00:08:50.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,12.746070620987524,-5.487062179999654,1275600.3369182115,228103.51281229284,-98907.56094200257
2025-07-02 00:08:55.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.402294109173699,-8.347242273547096,1275600.3307300496,228104.89354406754,-98907.46940397169
2025-07-02 00:09:00.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.693114244355723,-11.82439030826611,1275600.3245421052,228106.274274055,-98907.37786534434
2025-07-02 00:09:05.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.33181259682225,-8.215677986553679,1275600.3183542762,228107.6550574752,-98907.28632249183
2025-07-02 00:09:10.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.321516708714125,4.13865373945778,1275600.3121667963,228109.03581153415,-98907.19478092663
2025-07-02 00:09:15.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.462644218067016,-6.40110744150487,1275600.3059798754,228110.41650857555,-98907.10324249935
2025-07-02 00:09:20.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.38420347203278,-8.300687032298988,1275600.2997930103,228111.79725907728,-98907.01169979142
2025-07-02 00:09:25.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.479055933515525,-6.7408674166474825,1275600.2936065036,228113.17798018767,-98906.92015838914
2025-07-02 00:09:30.836,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.728756548580847,-11.347182032116706,1275600.2874201885,228114.55872714403,-98906.82861454203
2025-07-02 00:09:35.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.635601535386201,-6.1723556359275875,1275600.2812341298,228115.9394723214,-98906.73707016284
2025-07-02 00:09:40.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.4683377991548525,-6.979306006321309,1275600.2750485358,228117.3201880998,-98906.64552707033
2025-07-02 00:09:45.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.021001266130856,-6.282551479391344,1275600.268863182,228118.70090211346,-98906.55398341344
2025-07-02 00:09:50.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.983382141972083,-2.866997753111484,1275600.2626782064,228120.08161433786,-98906.46243924461
2025-07-02 00:09:55.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.394850954606987,-16.972712743847893,1275600.2564932895,228121.46235237713,-98906.37089259713
2025-07-02 00:10:00.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.188373575229406,-2.3142612605781423,1275600.2503086561,228122.8430887044,-98906.27934543142
2025-07-02 00:10:05.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.0635916219437185,-21.869328783014186,1275600.2441244393,228124.22379560155,-98906.18779947405
2025-07-02 00:10:10.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.273037417706924,-11.18829506262832,1275600.237940414,228125.60452831237,-98906.09625118418
2025-07-02 00:10:15.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.443651877472632,-12.996478281426704,1275600.231756875,228126.9852040827,-98906.0047059714
2025-07-02 00:10:20.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.155897384891745,-4.164158264010808,1275600.2255734021,228128.36593323256,-98905.91315652867
2025-07-02 00:10:25.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.575418057729628,-7.671479562852106,1275600.2193902018,228129.74666066305,-98905.82160656777
2025-07-02 00:10:30.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.953649340985685,-7.946666474986976,1275600.2132073743,228131.12738629416,-98905.73005602817
2025-07-02 00:10:35.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.492151880937303,-9.958847451886385,1275600.2070248618,228132.5080825298,-98905.63850673666
2025-07-02 00:10:40.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,1.235089728240002,-8.16128687575575,1275600.2008426208,228133.88877701428,-98905.54695689277
2025-07-02 00:10:45.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,11.578256330713277,-7.018323390820015,1275600.194660556,228135.2694973248,-98905.45540463121
2025-07-02 00:10:50.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.628884401842878,-12.365853684307638,1275600.1884790708,228136.6501606099,-98905.36385552643
2025-07-02 00:10:55.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.493234237665341,-11.888818815941406,1275600.1822976419,228138.03087737862,-98905.27230215457
2025-07-02 00:11:00.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,9.354038648193601,-12.238322681916962,1275600.1761162744,228139.41161997526,-98905.18074640445
2025-07-02 00:11:05.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,10.49163817700962,-17.479582538789856,1275600.1699357457,228140.79225033728,-98905.08919743012
2025-07-02 00:11:10.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,7.626963220401759,-2.2323328385786283,1275600.1637550092,228142.17298938156,-98904.99764057656
2025-07-02 00:11:15.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,6.37845389892637,-7.030606549169931,1275600.1575747458,228143.55367141913,-98904.90608675225
2025-07-02 00:11:20.837,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.491987423731381,-8.688842766353801,1275600.1513948794,228144.93435166797,-98904.81453244813
2025-07-02 00:11:25.838,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,8.583058950625187,-8.449836981262074,1275600.1452150722,228146.31505777146,-98904.72297570668
2025-07-02 00:11:30.838,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,4.315448093879009,-8.666752474830481,1275600.1390357227,228147.69573448453,-98904.63142026542
2025-07-02 00:11:35.838,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.234519470837363,-3.190507907981001,1275600.132856649,228149.07640942655,-98904.5398642511
2025-07-02 00:11:40.838,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,5.295028681423936,-4.72505778230822,1275600.1266777029,228150.45711016015,-98904.4483058211
2025-07-02 00:11:45.838,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,-1e+31,10.19170737230959,-12.240934735260083,1275600.1204990945,228151.8378091478,-98904.3567468623
